"album"|"alt_genre"
"Into the Vast Uncharted"|"Melodic Black Metal"
"The Ferocious Tides of Fate"|"Melodic Black Metal"
"Shadows and Snow - EP"|"Melodic Black Metal"
"Blood Orchid"|"Melodic Black Metal"
"The Ghost Collector"|"Melodic Black Metal"
"The Grander Voyage"|"Melodic Black Metal"
"Killing Angels"|"Death 'n' Roll"
"Lights Out"|"Death 'n' Roll"
"Process of Life Separation"|"Death Metal"
"Afterlife"|"Power Metal"
"Phoenix"|"Power Metal"
"In a Time of Blood and Fire (In a Time of Blood and Fire)"|"Power Metal"
"New World Messiah"|"Power Metal"
"The 8th Sin"|"Power Metal"
"The Sacred Talisman"|"Power Metal"
"Tales of Mystery and Imagination"|"Power Metal"
"Grand Illusion"|"Power Metal"
"Shadowland"|"Power Metal"
"From My Cold Dead Hands"|"Death Metal"
"Throne of Scars"|"Death Metal"
"Deus Deceptor"|"Death Metal"
"Ascending In Triumph"|"Death Metal"
"Via Gnosis"|"Death Metal"
"The Infinite Corridors of Time"|"Stoner Metal"
"Rain Without End"|"Death Metal"
"Tunnel of No Light"|"Death Metal"
"A Thin Shell"|"Death Metal"
"Winged Waltz"|"Death Metal"
"Grey Dawn"|"Death Metal"
"Tiamt?"|"Death Metal"
"Sol Nox"|"Death Metal"
"Thaumiel"|"Death Metal"
"Darkness Within"|"Thrash Metal"
"Grim Tales"|"Thrash Metal"
"Sweet Relief"|"Metalcore"
"Thoughts of a Secluded Mind"|"Metalcore"
"1614"|"Gothic"
"Blackwater Park"|"Progressive Rock"
"Watershed (Special Edition)"|"Progressive Rock"
"Ghost Reveries"|"Progressive Rock"
"My Arms, Your Hearse"|"Progressive Rock"
"Orchid"|"Progressive Rock"
"Heritage (Special Edition)"|"Progressive Rock"
"Sorceress"|"Progressive Rock"
"Damnation"|"Progressive Rock"
"Still Life (Remastered)"|"Progressive Rock"
"Pale Communion"|"Progressive Rock"
"In Cauda Venenum"|"Progressive Rock"
"Morningrise"|"Progressive Rock"
"Deliverance"|"Progressive Rock"
"In Medias Res (Special Edition)"|"Groove Metal"
"Rasen"|"Groove Metal"
"Odyssey"|"Groove Metal"
"Redfog"|"Groove Metal"
"Nija (Deluxe Edition)"|"Groove Metal"
"Seven Years of Famine"|"Metal"
"The Perfect Element, Pt. I"|"Metal"
"One Hour by the Concrete Lake"|"Metal"
"Falling Home"|"Metal"
"Road Salt Two"|"Metal"
"Remedy Lane Re:mixed"|"Metal"
"Linoleum - EP"|"Metal"
"Entropia"|"Metal"
"Scarsick"|"Metal"
"In the Passing Light of Day"|"Metal"
"BE"|"Metal"
"Road Salt One"|"Metal"
"The Battleroar"|"Viking Metal"
"Stronger Than Steel"|"Viking Metal"
"Grace of God"|"Martial Industrial"
"Daybreak Chronicles"|"Heavy Metal"
"City of the Damned"|"Thrash Metal"
"Written in Blood"|"Thrash Metal"
"To The Gallows"|"Thrash Metal"
"Darkness Death Doom"|"Doom Metal"
"Enter the Realm of Death"|"Doom Metal"
"The Supreme Force of Eternity"|"Doom Metal"
"On Funeral Wings"|"Doom Metal"
"Resurrection in Blood"|"Doom Metal"
"Requiem of the Apocalypse"|"Doom Metal"
"Envenom"|"Doom Metal"
"The Coming of Chaos"|"Death Metal"
"Far Away from the Sun"|"Death Metal"
"Thy Black Destiny"|"Death Metal"
"Spirit of Purity"|"Death Metal"
"Negative B"|"Death Metal"
"This Is Not Goodbye"|"Metalcore"
"Black at Heart"|"Metalcore"
"Alive"|"Metalcore"
"Symmetric in Design"|"Groove Metal"
"Dark Matter Dimensions"|"Groove Metal"
"Holographic Universe"|"Groove Metal"
"The Unseen Empire"|"Groove Metal"
"Pitch Black Progress"|"Groove Metal"
"Nemesis"|"Death 'n' Roll"
"Every Ocean Reversed"|"Post-Metal"
"Recognition"|"Power Metal"
"The Corrupted Lullaby"|"Power Metal"
"Circle of Life"|"Power Metal"
"Ashen"|"Rock"
"Perfect Chapter"|"Power Metal"
"Through Ages of Sleep"|"Progressive Metal"
"Suffer In Silence"|"Thrash Metal"
"Tarmageddon"|"Black"
"Den hördaste j„veln"|"Black"
"Skitarg"|"Black"
"Mind Revolution (Expanded)"|"Progressive"
"Timeless Departure (Expanded)"|"Progressive"
"Fractal"|"Progressive"
"Spectral"|"Progressive"
"Esoteric"|"Progressive"
"East Bound and Down"|"Thrash Metal"
"Steelbath Suicide"|"Melodic Groove Metal"
"The Ride Majestic"|"Melodic Groove Metal"
"Stabbing the Drama"|"Melodic Groove Metal"
"The Panic Broadcast"|"Melodic Groove Metal"
"The Living Infinite"|"Melodic Groove Metal"
"A Predators Portrait"|"Melodic Groove Metal"
"Figure Number Five"|"Melodic Groove Metal"
"Sworn to a Great Divide"|"Melodic Groove Metal"
"The Chainheart Machine"|"Melodic Groove Metal"
"Natural Born Chaos"|"Melodic Groove Metal"
"Verkligheten"|"Melodic Groove Metal"
"For Aeons Past"|"Rock"
"Nightmares in the Waking State, Pt. 2"|"Rock"
"Rebellion in Nightmareland"|"Metalcore"
"We Rule the Night"|"Metalcore"
"Love and Other Disasters"|"Metalcore"
"Eden Fire"|"Metalcore"
"Confessions"|"Metalcore"
"Return to Zero"|"Metal"
"Mantra III"|"Metal"
"Ad Astra"|"Metal"
"Demons"|"Metal"
"Another Way To Shine"|"Metal"
"Earth Blues"|"Metal"
"Sunrise to Sundown"|"Metal"
"On Fire"|"Metal"
"Sea of Green"|"Folk"
"Drifting Through The Void"|"Folk"
"Empty World"|"Folk"
"Nidingsverk - EP"|"Death Metal"
"Death Rider 2000"|"Death Metal"
"Wraths of Time - EP"|"Death Metal"
"Postmortem Tales"|"Death Metal"
"Reflections"|"Heavy Metal"
"Undead"|"Heavy Metal"
"Leaving the Past Behind"|"Heavy Metal"
"St. Demonius"|"Heavy Metal"
"Matters of the Dark"|"Heavy Metal"
"Sender of Thoughts"|"Heavy Metal"
"A Mended Rhyme"|"Heavy Metal"
"Revenant"|"Heavy Metal"
"Modus Vivendi"|"Heavy Metal"
"Faster Disaster"|"Melodic Death Metal"
"Terror for Sale"|"Melodic Death Metal"
"The Seed Left Behind"|"Death Metal"
"Hell Is Here"|"Thrash Metal"
"Crowned In Terror"|"Thrash Metal"
"Doomsday King"|"Thrash Metal"
"Possessed 13 (Deluxe Edition)"|"Thrash Metal"
"Death Is Not Dead"|"Thrash Metal"
"Deathrace King"|"Thrash Metal"
"Domination Commence"|"Thrash Metal"
"Karma in Black"|"Thrash Metal"
"Traces of the Past (Bonus Track Version)"|"Thrash Metal"
"Arts of Desolation (Bonus Track Version)"|"Thrash Metal"
"Manifest of Hate"|"Thrash Metal"
"Beyond Redemption"|"Thrash Metal"
"Made Me Do It"|"Groove Metal"
"The Dead Eye (Deluxe)"|"Groove Metal"
"Unseen"|"Groove Metal"
"Exit Wounds"|"Groove Metal"
"Strength in Numbers"|"Groove Metal"
"Versus"|"Groove Metal"
"One Kill Wonder"|"Groove Metal"
"Revolver (Deluxe)"|"Groove Metal"
"Blood from Stone (Bonus Tracks)"|"Black Metal"
"Devil in the Details"|"Hard Rock"
"Metal Will Stand Tall (Live)"|"Hard Rock"
"Performocracy"|"Hard Rock"
"Sweet Trade"|"Hard Rock"
"Red Flags"|"Gothic"
"Still At Arms Length"|"Gothic"
"How Would You Like to Be Spat At"|"Gothic"
"Voodoo Caravan"|"Stoner Metal"
"Hooray! It's a Deathtrip"|"Stoner Metal"
"Silver Haze (Bonus Tracks Version Remastered)"|"Stoner Metal"
"Evermore"|"Stoner Metal"
"Full Circle"|"Stoner Metal"
"All Hail the Swinelord"|"Sludge Metal"
"A Throne of Ash"|"Sludge Metal"
"De ”deslösa"|"Black Metal"
"Urkraft (Extended)"|"Black Metal"
"Prey"|"Doom Metal"
"Commandments: The Best Of"|"Doom Metal"
"Skeleton Skeletron"|"Doom Metal"
"Clouds"|"Doom Metal"
"Sumerian Cry"|"Doom Metal"
"A Deeper Kind of Slumber"|"Doom Metal"
"Wildhoney (Bonus) [Remastered]"|"Doom Metal"
"The Scarred People"|"Doom Metal"
"Gaia"|"Doom Metal"
"The Astral Sleep (Reissue + Bonus) [Remastered]"|"Doom Metal"
"Judas Christ"|"Doom Metal"
"Death Meditations"|"Death"
"In the Forest of the Dreaming Dead"|"Black Metal"
"Indefinite Soul-Extension"|"Progressive Death Metal"
"Dark Rivers of the Heart"|"Gothic Metal"
"Light"|"Doom Metal"
"Fire, Walk With Me"|"Power Metal"
"Visions From The Spiral Generator"|"Folk Metal"
"”demarkens son"|"Folk Metal"
"Till Fj„lls del II"|"Folk Metal"
"Jordpuls"|"Folk Metal"
"Cosmic Genesis"|"Folk Metal"
"The Focusing Blur"|"Folk Metal"
"Orkan"|"Folk Metal"
"Till fj„lls"|"Folk Metal"
"Solens Rötter"|"Folk Metal"
"Remnants of Deprivation"|"Brutal Death Metal"
"Absorbing the Disarray"|"Brutal Death Metal"
"Transcend Into Ferocity"|"Brutal Death Metal"
"Nothing Is Sacred - EP"|"Thrash Metal"
"Ugly"|"Thrash Metal"
"Why Play Around?"|"Thrash Metal"
"Thy Dark Serenity"|"Doom"
"As All Torn Asunder"|"Doom"
"The Inheritance"|"Progressive Death Metal"
"The Northern Sanctuary"|"Progressive Death Metal"
"The New Tomorrow"|"Progressive Death Metal"
"Where Sorrow Grows"|"Doom Metal"
"Through the Shadows - EP"|"Doom Metal"
"In Odium Veritas"|"Death Metal"
"Machine"|"Progressive Metal"
"Torque"|"Progressive Metal"
"Roman Acupuncture - Single"|"Death Metal"
"Death of Your Perfect World"|"Groove Metal"
"Into the Pandemonium"|"Death"
"Vanity / Nemesis"|"Death"
"To Mega Therion"|"Death"
"Monotheist"|"Death"
"Parched with Thirst Am I and Dying"|"Death"
"Dark Space III I"|"Ambient"
"Dark Space III"|"Ambient"
"Dark Space I"|"Ambient"
"Dark Space I"|"Ambient"
"Enemy of Satan"|"Death Metal"
"The Gift of LIfe"|"Metalcore"
"To the Edge of Reality"|"Metalcore"
"What Silence Hides"|"Metalcore"
"Vibrant"|"Metalcore"
"Origins"|"Melodic Death Metal"
"Slania"|"Melodic Death Metal"
"Everything Remains (As It Never Was)"|"Melodic Death Metal"
"Ategnatos"|"Melodic Death Metal"
"Spirit"|"Melodic Death Metal"
"Helvetios"|"Melodic Death Metal"
"Your Drug of Choice"|"Groove Metal"
"Bang!"|"Groove Metal"
"Down the Drain"|"Groove Metal"
"Never Fail"|"Groove Metal"
"Bedlam (Remastered)"|"Groove Metal"
"Triumph of Death (2020 - Remaster)"|"Thrash"
"Apocalyptic Raids (2020 - Remaster) - EP"|"Thrash"
"Metal Rendez-Vous"|"Hard Rock"
"Rock The Block"|"Hard Rock"
"Headhunter"|"Hard Rock"
"Hellraiser"|"Hard Rock"
"Hardware"|"Hard Rock"
"Ballroom Blitz"|"Hard Rock"
"The Blitz"|"Hard Rock"
"Dirty Dynamite"|"Hard Rock"
"Hoodoo"|"Hard Rock"
"Redemption Through Looseness"|"Death 'n' Roll"
"Adam and Steve"|"Death 'n' Roll"
"For Death, Glory And The End Of The World"|"Death 'n' Roll"
"Carriers of Dust"|"Symphonic Black"
"Gangrene"|"Symphonic Black"
"Im Wald"|"Ambient"
"Humanhate"|"Thrash Metal"
"Ceremony of Opposites"|"Industrial Metal"
"Hegemony"|"Industrial Metal"
"Blood Ritual"|"Industrial Metal"
"After the Sepulture (New Version)"|"Industrial Metal"
"Rebellion - EP"|"Industrial Metal"
"Eternal"|"Industrial Metal"
"Worship Him"|"Industrial Metal"
"Reign of Light"|"Industrial Metal"
"High Above"|"Industrial Metal"
"Solar Soul (2019 Remaster)"|"Industrial Metal"
"Exodus"|"Industrial Metal"
"Passage"|"Industrial Metal"
"Antigod (Dark Night Remix) [2019 Remaster]"|"Industrial Metal"
"Lux Mundi (2019 Remaster)"|"Industrial Metal"
"Era One"|"Industrial Metal"
"The Maldoror Chants: Hermaphrodite"|"Death Metal"
"Contradiction"|"Death Metal"
"Triangle"|"Death Metal"
"Sic Lvceat Lvx"|"Death Metal"
"Uncreation"|"Death Metal"
"Evocation of Light"|"Death Metal"
"The Pulse Of Awakening"|"Groove Metal"
"A.E.O.N. - EP"|"Groove Metal"
"Slave Design"|"Groove Metal"
"Antares"|"Groove Metal"
"God Is an Automaton"|"Groove Metal"
"Challenger Ep"|"Groove Metal"
"War Is Hell (Redux)"|"Grindcore"
"Genuine Sense of Outrage"|"Grindcore"
"See How You Are"|"Grindcore"
"Beyond the Noise"|"Grindcore"
"Melana Chasmata"|"Doom"
"Shatter - EP"|"Doom"
"Eparistera Daimones"|"Doom"
"The Revelations"|"Progressive Rock"
"Destroying Atropolis"|"Thrash Metal"
"Knight Errant"|"Heavy Metal"
"Žøstanbul SokaklarŽñ"|"Hard Rock"
"Lan N'oldu"|"Hard Rock"
"Raven Loft"|"Black Metal"
"Nothing In Remembrance"|"Gothic Metal"
"Enfeebling the Throne"|"Death Metal"
"From the Frozen Mountains"|"Thrash Metal with Folk influences"
"Once Upon a Time"|"Rock"
"A Praise to Extinction"|"Thrash Metal"
"Eclipse"|"Thrash Metal"
"The Blind Leading the Blind"|"Doom Metal"
"Eschatology of War"|"Doom Metal"
"In Loneliness of Two Souls"|"Death Metal"
"By the Candles Obsequial"|"Death Metal"
"O'Funeralia"|"Death Metal"
"Black Serpent Rising"|"Death Metal"
"Barbaric Blood"|"Death Metal"
"This Will Hurt Someone - EP"|"Grindcore"
"The Machine"|"Grindcore"
"Winter Shades"|"Doom Metal"
"Rise of the Nephilim"|"Doom Metal"
"Disgraceful Sores"|"Grindcore"
"The Key To the Gates of Apocalypses"|"Black Metal"
"Come Read the Words Forbidden"|"Power Metal"
"Seven Thunders Roar"|"Doom Metal"
"The Harvest"|"Doom Metal"
"First Communion"|"Doom Metal"
"Incarnation of Reality"|"Doom Metal"
"Past, Present...Torture"|"Thrash Metal"
"Psychogenocide"|"Thrash Metal"
"Preaching Venom"|"Thrash Metal"
"Safeguard the Helpless"|"Ambient"
"Temples of Transcendent Evolution"|"Progressive Death Metal"
"Penthos"|"Progressive Death Metal"
"Choronzon"|"Death Metal"
"The Goat of Mendes"|"Death Metal"
"Renaissance in Extremis"|"Death Metal"
"Antichrist"|"Death Metal"
"Words That Go Unspoken, Deeds That Go Undone"|"Death Metal"
"Rape of the Bastard Nazarene"|"Death Metal"
"Leviathan - EP"|"Power Metal"
"Back Through Time"|"Power Metal"
"No Grave but the Sea (Deluxe Edition)"|"Power Metal"
"Black Sails At Midnight"|"Power Metal"
"Sunset On the Golden Age (Deluxe Version)"|"Power Metal"
"Captain Morgan's Revenge"|"Power Metal"
"Curse of the Crystal Coconut (Deluxe Version)"|"Power Metal"
"Awakening the Forest"|"Stoner Metal"
"Solennial"|"Stoner Metal"
"Call of Avernus"|"Stoner Metal"
"White Hoarhound"|"Stoner Metal"
"Sonic Mass"|"Thrash Metal"
"Monolith"|"Thrash Metal"
"Arise!"|"Thrash Metal"
"Domine Non Es Dignus"|"Grindcore"
"Eschaton"|"Grindcore"
"In the Constellation of the Black Widow"|"Grindcore"
"Desideratum"|"Grindcore"
"The Whole of the Law"|"Grindcore"
"Total F*****g Necro (Remastered)"|"Grindcore"
"A New Kind of Horror"|"Grindcore"
"Vanitas"|"Grindcore"
"Passion"|"Grindcore"
"As Above, So Below"|"Heavy Metal"
"'82 Revisited"|"Heavy Metal"
"Angel Witch (30th Anniversary Edition)"|"Heavy Metal"
"Raspail"|"Thrash Metal"
"Emerald - Single"|"Thrash Metal"
"Dark Age of Reason"|"Thrash Metal"
"Cantar de Procella"|"Thrash Metal"
"Inner Pale Sun"|"Thrash Metal"
"... The Last Embrace"|"Thrash Metal"
"As Bright as a Thousand Suns"|"Thrash Metal"
"Legions of the Deep"|"Doom Metal"
"Road Dog Forever"|"Heavy Metal"
"88MPH"|"Heavy Metal"
"Solitude and Savagery"|"Sludge Metal"
"Battleheart (Original Soundtrack)"|"Power Metal"
"Lethal Injection"|"Thrash Metal"
"Wish for Destruction"|"Thrash Metal"
"The Legend Begins"|"Thrash Metal"
"The Empires of the Worlds"|"Groove Metal"
"Cannibalised"|"Groove Metal"
"Technical Ecstasy"|"Doom Metal"
"Headless Cross (Black Sabbath cover)"|"Doom Metal"
"Never Say Die!"|"Doom Metal"
"Seventh Star"|"Doom Metal"
"The Dio Years (Bonus Track Version)"|"Doom Metal"
"Reunion (Live)"|"Doom Metal"
"Born Again"|"Doom Metal"
"Dehumanizer"|"Doom Metal"
"Paranoid"|"Doom Metal"
"Heaven and Hell"|"Doom Metal"
"The Eternal Idol"|"Doom Metal"
"Mob Rules"|"Doom Metal"
"Sabotage"|"Doom Metal"
"13 (Deluxe Edition)"|"Doom Metal"
"Master of Reality"|"Doom Metal"
"Sabbath Bloody Sabbath"|"Doom Metal"
"When People Grow, People Go"|"Thrash Metal"
"Peace On Earth, War On Stage - EP"|"Thrash Metal"
"No One Deserves to Be Here More Than Me"|"Thrash Metal"
"Eccentrichine"|"Thrash Metal"
"Heavier Than Heaven, Lonelier Than God"|"Thrash Metal"
"...The Beat Goes On"|"Thrash Metal"
"Burning Mother"|"Rock"
"Era"|"Groove Metal"
"Uprising"|"Groove Metal"
"For the Sake of Clarity"|"Doom Metal"
"Accident of Birth (2001 Remastered Version)"|"Heavy Metal"
"Balls To Picasso (2001 Remastered Version)"|"Heavy Metal"
"The Chemical Wedding (Special Edition)"|"Heavy Metal"
"Scream for Me Brazil (Live)"|"Heavy Metal"
"Tattooed Millionaire"|"Heavy Metal"
"Tyranny of Souls"|"Heavy Metal"
"Skunkworks"|"Heavy Metal"
"In for the Kill"|"Hard Rock"
"Squawk (2013 Remaster)"|"Hard Rock"
"Greed.Filth.Abuse.Corruption"|"Grindcore"
"Desolation"|"Grindcore"
"Reek of Putrefaction"|"Grindcore"
"Surgical Steel"|"Grindcore"
"Heartwork (Full Dynamic Range Edition)"|"Grindcore"
"Surgical Remission / Surplus Steel - EP"|"Grindcore"
"Necroticism - Descanting the Insalubrious"|"Grindcore"
"Tools of the Trade - EP"|"Grindcore"
"Symphonies of Sickness"|"Grindcore"
"Swansong"|"Grindcore"
"The Heartwork EP"|"Grindcore"
"Wake Up and Smell the... Carcass"|"Grindcore"
"Forest of Equilibrium"|"Stoner Metal"
"Endtyme"|"Stoner Metal"
"The Last Spire"|"Stoner Metal"
"Cosmic Funeral"|"Stoner Metal"
"The Garden"|"Stoner Metal"
"Caravan Beyond Redemption"|"Stoner Metal"
"Soul Sacrifice - EP"|"Stoner Metal"
"The VIIth Coming"|"Stoner Metal"
"Hopkins (The Witchfinder General)"|"Stoner Metal"
"The Guessing Game"|"Stoner Metal"
"Bastards"|"Thrash Metal"
"Charlemagne: By the Sword and the Cross"|"Power Metal"
"Metal Knight"|"Power Metal"
"Charlemagne: The Omens of Death"|"Power Metal"
"Resist or Serve"|"Power Metal"
"American Cloven Hoof Blues"|"Power Metal"
"Who Mourns for the Morning Star?"|"Power Metal"
"A Sultan's Ransom"|"Power Metal"
"Eye of the Sun"|"Power Metal"
"Dominator"|"Power Metal"
"Resplendent Grotesque"|"Progressive Post-Rock"
"Augur Nox"|"Progressive Post-Rock"
"Mut"|"Progressive Post-Rock"
"Godspeed On the Devil's Thunder"|"Symphonic Black Metal"
"Hammer of the Witches"|"Symphonic Black Metal"
"V empire Or Dark Faerytales In Phallustein"|"Symphonic Black Metal"
"The Principle of Evil Made Flesh"|"Symphonic Black Metal"
"Thornography"|"Symphonic Black Metal"
"Damnation and a Day"|"Symphonic Black Metal"
"Dusk & Her Embrace"|"Symphonic Black Metal"
"Dusk and Her Embrace"|"Symphonic Black Metal"
"Nymphetamine"|"Symphonic Black Metal"
"Total F*****g Darkness"|"Symphonic Black Metal"
"From the Cradle to Enslave"|"Symphonic Black Metal"
"The Manticore and Other Horrors (Extended Claws)"|"Symphonic Black Metal"
"Bitter Suites to Succubi"|"Symphonic Black Metal"
"Cryptoriana: The Seductiveness of Decay"|"Symphonic Black Metal"
"Evermore Darkly"|"Symphonic Black Metal"
"Midian"|"Symphonic Black Metal"
"Methods To End It All"|"Rock"
"Deathshead Extermination"|"Alternative Rock"
"The Hollowing"|"Alternative Rock"
"Like Sheep Led To Slaughter"|"Alternative Rock"
"Focus"|"Heavy Metal"
"Carbon-Based Anatomy"|"Heavy Metal"
"Adam's Murmur (Demo Version)"|"Heavy Metal"
"Traced in Air"|"Heavy Metal"
"Re-Traced - EP"|"Heavy Metal"
"Kindly Bent to Free Us"|"Heavy Metal"
"The Last Caress of Light"|"Celtic Folk Metal"
"Severance"|"Celtic Folk Metal"
"Verse of Judas"|"Hardcore"
"Empire of Light"|"Post-Hardcore"
"Darkness Prevails"|"Post-Hardcore"
"A Fragile Hope"|"Post-Hardcore"
"Blessed & Cursed"|"Post-Hardcore"
"The Great and Secret Show"|"Groove Metal"
"II - The Mephisto Waltzes"|"Groove Metal"
"Lightning to the Nations (Bonus Track Version)"|"Hard Rock"
"Canterbury (Bonus Track Version)"|"Hard Rock"
"Borrowed Time (Expanded Edition)"|"Hard Rock"
"Death and Progress"|"Hard Rock"
"What's in Your Head"|"Hard Rock"
"All Will Be Revealed"|"Hard Rock"
"Hear Nothing See Nothing Say Nothing"|"Thrash Metal"
"Realities of War"|"Thrash Metal"
"Grave New World"|"Thrash Metal"
"End of Days"|"Thrash Metal"
"Shootin' Up the World"|"Thrash Metal"
"Fight Back"|"Thrash Metal"
"Why?"|"Thrash Metal"
"Hatred for Mankind"|"Doom Metal"
"Apocalyptic Visions"|"Symphonic Metal"
"Forever Fallen"|"Doom Metal"
"Under Sultry Moons and Velvet Skies"|"Doom Metal"
"Come My Fanatics..."|"Stoner Metal"
"Time To Die"|"Stoner Metal"
"Black Masses"|"Stoner Metal"
"Witchcult Today"|"Stoner Metal"
"We Live"|"Stoner Metal"
"Wizard Bloody Wizard"|"Stoner Metal"
"Dopethrone"|"Stoner Metal"
"Blessed"|"Deathcore"
"Galactic Hunt"|"Thrash Metal"
"Crowcifiction"|"Thrash Metal"
"Sixty-Six Minutes Past Six"|"Thrash Metal"
"Land of Fog"|"Black Metal"
"Battle Furies 2.017"|"Black Metal"
"Law of Retaliation"|"Grindcore"
"Phonophobia"|"Grindcore"
"Holocaust in Your Head"|"Grindcore"
"Damage 381"|"Grindcore"
"Being and Nothing"|"Grindcore"
"Carrion Skies"|"Post-Rock"
"Dustwalker"|"Post-Rock"
"The Malediction Fields"|"Post-Rock"
"The Dead Light (Deluxe Edition)"|"Post-Rock"
"Epoch"|"Post-Rock"
"A Hazy Shade of Winter"|"Post-Rock"
"The Fighting Man"|"Viking Metal"
"Engla Tocyme"|"Viking Metal"
"Last of the Line"|"Viking Metal"
"Steadfast"|"Viking Metal"
"Deep Into Time"|"Viking Metal"
"Ours Is the Kingdom"|"Viking Metal"
"Curse of the Cwelled"|"Viking Metal"
"Pentateuch"|"Thrash Metal"
"Dominaeon"|"Thrash Metal"
"Belief Is the Death of Intelligence"|"Crust"
"Spewings from a Selfish Nation"|"Crust"
"Bombs of War"|"Crust"
"Batcave Full of Bastards"|"Crust"
"Dread Doom Ruin"|"Doom Metal"
"May the Curse Bind"|"Doom Metal"
"Legacy"|"NWOBHM"
"Demolition"|"NWOBHM"
"Running Wild"|"NWOBHM"
"21st Anniversary (Not That Innocent)"|"NWOBHM"
"Nightmare at Maple Cross / Take a Bite"|"NWOBHM"
"Nightmare at Maple Cross / Take a Bite"|"NWOBHM"
"Guilty As Sin"|"NWOBHM"
"Screaming Blue Murder"|"NWOBHM"
"Play Dirty"|"NWOBHM"
"Hit and Run (Bonus Track Edition)"|"NWOBHM"
"Believe"|"NWOBHM"
"Baptizm of Fire (Expanded Edition)"|"Alternative Rock"
"Pure"|"Experimental Industrial"
"Selfless"|"Experimental Industrial"
"Hymns (Special Edition) [Remastered]"|"Experimental Industrial"
"Slavestate"|"Experimental Industrial"
"Messiah"|"Experimental Industrial"
"Songs of Love and Hate"|"Experimental Industrial"
"Decline and Fall - EP"|"Experimental Industrial"
"Streetcleaner (Remastered)"|"Experimental Industrial"
"A World Lit Only by Fire"|"Experimental Industrial"
"Merciless"|"Experimental Industrial"
"Godflesh"|"Experimental Industrial"
"Us and Them"|"Experimental Industrial"
"Only Tools and Corpses"|"Death Metal"
"A New Dawn for the Dead"|"Death Metal"
"Odori Sepulcrorum"|"Death Metal"
"Exalted Emanation"|"Death Metal"
"Rock You to Hell"|"Heavy Metal"
"Fear No Evil"|"Heavy Metal"
"See You In Hell"|"Heavy Metal"
"Hammer of the Gods"|"Hardcore"
"I Am Anonymous"|"Metal"
"Miasma - EP"|"Death Metal"
"Dark Requiems, And Unsilent Massacre"|"Death Metal"
"The Slaughter of Innocence, A Requiem for the Mighty"|"Death Metal"
"Kings of Chaos"|"Death Metal"
